kernel_name,total_bytes_read_mb,total_bytes_written_mb,total_bytes_mb,total_flops_m,arithmetic_intensity,num_nodes,count_unique_ops,architecture,power_consumption
4_Matrix_vector_multiplication_.py_variable_multiplier_1.0,24588.0,16392.0,40980.0,25416.7,0.5915,1,1,a100,314.6666666666667
50_conv_standard_2D__square_input__square_kernel.py_variable_multiplier_1.0,4998.27,4851.13,9849.4,231.42,0.0224,3,3,a100,135.0
51_Argmax_over_a_dimension.py_variable_multiplier_1.0,24570.0,16380.0,40950.0,23.0856,0.0005,3,2,a100,100.0
52_Argmin_over_a_dimension.py_variable_multiplier_1.0,24570.0,16380.0,40950.0,23.0856,0.0005,3,2,a100,177.5
53_Min_reduction_over_a_dimension.py_variable_multiplier_1.0,24570.0,16380.0,40950.0,23.0856,0.0005,3,2,a100,100.0
54_conv_standard_3D__square_input__square_kernel.py_variable_multiplier_1.0,1120.04,1072.02,2192.06,75.4975,0.0328,3,3,a100,100.0
55_conv_standard_2D__asymmetric_input__square_kernel.py_variable_multiplier_1.0,4096.56,3072.28,7168.84,1611.06,0.2143,3,3,a100,100.0
56_conv_standard_2D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.0,1026.19,769.094,1795.28,404.373,0.2148,3,3,a100,100.0
57_conv_transposed_2D__square_input__square_kernel.py_variable_multiplier_1.0,6144.28,4096.14,10240.4,3221.23,0.3,3,3,a100,248.0
58_conv_transposed_3D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.0,192.41,128.205,320.615,100.663,0.2994,3,3,a100,174.5
59_conv_standard_3D__asymmetric_input__square_kernel.py_variable_multiplier_1.0,2800.01,2680.01,5480.02,188.744,0.0328,3,3,a100,151.0
5_Matrix_scalar_multiplication.py_variable_multiplier_1.0,12288.0,8192.0,20480.0,3221.23,0.15,3,3,a100,100.0
60_conv_standard_3D__square_input__asymmetric_kernel.py_variable_multiplier_1.0,1120.15,1072.08,2192.23,75.4975,0.0328,3,3,a100,185.5
61_conv_transposed_3D__square_input__square_kernel.py_variable_multiplier_1.0,1152.47,768.237,1920.71,603.98,0.2999,3,3,a100,190.33333333333331
62_conv_standard_2D__square_input__asymmetric_kernel.py_variable_multiplier_1.0,1024.7,768.352,1793.05,403.206,0.2145,3,3,a100,100.0
63_conv_standard_2D__square_input__square_kernel.py_variable_multiplier_1.0,10240.1,9216.07,19456.2,1610.72,0.079,3,3,a100,269.5
64_conv_transposed_1D.py_variable_multiplier_1.0,6144.38,4096.19,10240.6,3221.23,0.3,3,3,a100,217.5
65_conv_transposed_2D__square_input__asymmetric_kernel.py_variable_multiplier_1.0,1536.66,1024.33,2560.98,805.306,0.2999,3,3,a100,156.5
66_conv_standard_3D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.0,560.154,536.077,1096.23,102473.0,89.1476,2,2,a100,159.0
67_conv_standard_1D.py_variable_multiplier_1.0,4096.19,3072.09,7168.28,1610.61,0.2143,3,3,a100,100.0
68_conv_transposed_3D__square_input__asymmetric_kernel.py_variable_multiplier_1.0,1537.17,1024.59,2561.76,805.306,0.2998,3,3,a100,289.4
69_conv_transposed_2D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.0,1536.94,1024.47,2561.41,805.306,0.2998,3,3,a100,179.0
6_Matmul_with_large_K_dimension_.py_variable_multiplier_1.0,3072.0,2048.0,5120.0,39460.0,7.35,1,1,a100,100.0
70_conv_transposed_3D__asymmetric_input__square_kernel.py_variable_multiplier_1.0,3888.24,2592.12,6480.36,2038.43,0.3,3,3,a100,306.25
71_conv_transposed_2D__asymmetric_input__square_kernel.py_variable_multiplier_1.0,1536.07,1024.04,2560.11,805.306,0.3,3,3,a100,100.0
72_conv_transposed_3D_asymmetric_input_asymmetric_kernel___strided_padded_grouped_.py_variable_multiplier_1.0,40.7051,27.1025,67.8076,8918.14,125.428,2,2,a100,128.5
73_conv_transposed_3D_asymmetric_input_square_kernel__strided_padded__grouped.py_variable_multiplier_1.0,384.211,256.106,640.316,201.327,0.2999,3,3,a100,100.0
74_conv_transposed_1D_dilated.py_variable_multiplier_1.0,1536.08,1024.04,2560.12,805.306,0.3,3,3,a100,100.0
75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__.py_variable_multiplier_1.0,192.059,128.029,320.088,100.663,0.2999,3,3,a100,158.5
76_conv_standard_1D_dilated_strided__.py_variable_multiplier_1.0,32767.7,24575.7,57343.4,12884.7,0.2143,3,3,a100,295.0
77_conv_transposed_3D_square_input_square_kernel___padded____dilated____strided__.py_variable_multiplier_1.0,96.4219,64.2109,160.633,43486.5,258.179,2,2,a100,100.0
78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__.py_variable_multiplier_1.0,1536.16,1024.08,2560.25,805.306,0.3,3,3,a100,100.0
79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__.py_variable_multiplier_1.0,768.047,512.023,1280.07,402.653,0.3,3,3,a100,100.0
7_Matmul_with_small_K_dimension_.py_variable_multiplier_1.0,48.0,32.0,80.0,412317.0,4915.2,1,1,a100,198.0
80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__.py_variable_multiplier_1.0,1024.7,768.352,1793.05,403.206,0.2145,3,3,a100,100.0
81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__.py_variable_multiplier_1.0,48.1406,32.0703,80.2109,7247.76,86.1728,2,2,a100,112.19035182055616
82_conv_depthwise_2D_square_input_square_kernel.py_variable_multiplier_1.0,3072.0,2048.0,5120.01,1610.83,0.3,3,3,a100,100.0
83_conv_depthwise_2D_square_input_asymmetric_kernel.py_variable_multiplier_1.0,1536.0,1024.0,2560.0,805.308,0.3,3,3,a100,100.0
84_conv_depthwise_2D_asymmetric_input_square_kernel.py_variable_multiplier_1.0,12288.0,8192.0,20480.0,6443.34,0.3,3,3,a100,199.33333333333331
85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel.py_variable_multiplier_1.0,1536.02,1024.01,2560.03,807.371,0.3008,3,3,a100,129.5
86_conv_depthwise_separable_2D.py_variable_multiplier_1.0,3072.07,2048.03,5120.1,1610.88,0.3,4,3,a100,164.0
87_conv_pointwise_2D.py_variable_multiplier_1.0,16384.1,12288.0,28672.1,6442.5,0.2143,3,3,a100,210.5
88_MinGPTNewGelu.py_variable_multiplier_1.0,768.0,512.0,1280.0,4026.53,3.0,15,5,a100,100.0
89_cumsum.py_variable_multiplier_1.0,12288.0,8192.0,20480.0,3221.23,0.15,3,2,a100,181.0
8_Matmul_with_irregular_shapes_.py_variable_multiplier_1.0,476.733,317.822,794.555,421163.0,505.506,1,1,a100,195.0
90_cumprod.py_variable_multiplier_1.0,12288.0,8192.0,20480.0,3221.23,0.15,3,2,a100,176.5
91_cumsum_reverse.py_variable_multiplier_1.0,12288.0,8192.0,20480.0,3221.23,0.15,9,4,a100,242.0
92_cumsum_exclusive.py_variable_multiplier_1.0,12288.0,8192.0,20480.0,3220.21,0.15,27,12,a100,195.33333333333331
93_masked_cumsum.py_variable_multiplier_1.0,15360.0,10240.0,25600.0,6442.45,0.24,4,3,a100,197.66666666666663
94_MSELoss.py_variable_multiplier_1.0,24576.0,16384.0,40960.0,28991.0,0.675,6,4,a100,238.5
95_CrossEntropyLoss.py_variable_multiplier_1.0,1536.75,1024.5,2561.25,0.0003,0.0,5,2,a100,100.0
96_HuberLoss.py_variable_multiplier_1.0,24576.0,16384.0,40960.0,12884.9,0.3,6,5,a100,210.0
97_ScaledDotProductAttention.py_variable_multiplier_1.0,18432.0,12288.0,30720.0,261725.0,8.125,6,2,a100,346.0
98_KLDivLoss.py_variable_multiplier_1.0,6144.0,4096.0,10240.0,3221.23,0.3,8,6,a100,100.0
99_TripletMarginLoss.py_variable_multiplier_1.0,9216.0,6144.0,15360.0,0.0014,0.0,2,2,a100,179.0
9_Tall_skinny_matrix_multiplication_.py_variable_multiplier_1.0,24.0,16.0,40.0,206158.0,4915.2,1,1,a100,100.0
10_3D_tensor_matrix_multiplication.py_variable_multiplier_1.1,442.2,294.8,737.0,86704.0,123.414,1,1,a100,99.0
11_4D_tensor_matrix_multiplication.py_variable_multiplier_1.1,3381.68,2254.45,5636.13,129212.0,24.05,4,3,a100,357.0
12_Matmul_with_diagonal_matrices_.py_variable_multiplier_1.1,211.252,140.834,352.086,55.3608,0.165,3,3,a100,99.0
13_Matmul_for_symmetric_matrices.py_variable_multiplier_1.1,422.4,281.6,704.0,247591.0,368.94,1,1,a100,99.0
14_Matmul_for_upper_triangular_matrices.py_variable_multiplier_1.1,422.4,281.6,704.0,247647.0,369.023,3,3,a100,152.0
15_Matmul_for_lower_triangular_matrices.py_variable_multiplier_1.1,422.4,281.6,704.0,247647.0,369.023,3,3,a100,151.5
16_Matmul_with_transposed_A.py_variable_multiplier_1.1,633.6,422.4,1056.0,202008.0,200.677,2,2,a100,160.0
17_Matmul_with_transposed_B.py_variable_multiplier_1.1,633.6,422.4,1056.0,202008.0,200.677,2,2,a100,181.5
18_Matmul_with_transposed_both.py_variable_multiplier_1.1,633.6,422.4,1056.0,202008.0,200.677,3,2,a100,165.0
19_ReLU.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,5315.02,0.165,1,1,a100,193.5
1_Square_matrix_multiplication_.py_variable_multiplier_1.1,422.4,281.6,704.0,247591.0,368.94,1,1,a100,168.0
20_LeakyReLU.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,10630.0,0.33,2,2,a100,192.5
21_Sigmoid.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,21260.1,0.66,1,1,a100,99.0
22_Tanh.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,31890.1,0.99,1,1,a100,205.5
23_Softmax.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,26575.1,0.825,3,2,a100,246.66666666666663
24_LogSoftmax.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,26575.1,0.825,3,2,a100,239.66666666666663
25_Swish.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,26575.1,0.825,2,2,a100,263.0
26_GELU_.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,74410.3,2.31,2,2,a100,211.5
27_SELU_.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,53150.2,1.65,1,1,a100,197.0
28_HardSigmoid.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,15945.1,0.495,1,1,a100,194.5
29_Softplus.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,31890.1,0.99,3,2,a100,230.5
2_Standard_matrix_multiplication_.py_variable_multiplier_1.1,633.6,422.4,1056.0,202008.0,200.677,1,1,a100,164.0
30_Softsign.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,15945.1,0.495,5,4,a100,316.0
31_ELU.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,42520.2,1.32,4,2,a100,193.5
32_HardTanh.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,10630.0,0.33,3,2,a100,194.0
33_BatchNorm.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,7086.7,0.33,3,3,a100,210.0
34_InstanceNorm.py_variable_multiplier_1.1,23654.4,15769.6,39424.0,24803.4,0.66,2,2,a100,301.0
36_RMSNorm_.py_variable_multiplier_1.1,23654.4,15769.6,39424.0,63558.8,1.69125,12,7,a100,295.75
37_FrobeniusNorm_.py_variable_multiplier_1.1,23654.4,15769.6,39424.0,6201.28,0.165,6,3,a100,266.0
38_L1Norm_.py_variable_multiplier_1.1,27033.2,18022.1,45055.3,14176.3,0.33011,7,5,a100,278.0
39_L2Norm_.py_variable_multiplier_1.1,27033.2,18022.1,45055.3,7091.34,0.16511,7,4,a100,264.0
3_Batched_matrix_multiplication.py_variable_multiplier_1.1,4224.0,2816.0,7040.0,155996.0,23.2452,1,1,a100,212.0
40_LayerNorm.py_variable_multiplier_1.1,915.2,598.4,1513.6,442.919,0.30701,3,3,a100,111.0
41_Max_Pooling_1D.py_variable_multiplier_1.1,10137.6,6758.4,16896.0,2652.78,0.16467,2,2,a100,252.0
42_Max_Pooling_2D.py_variable_multiplier_1.1,4646.4,2393.6,7040.0,1720.69,0.25641,2,2,a100,246.0
43_Max_Pooling_3D.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,131.235,0.00616,2,2,a100,182.66666666666663
44_Average_Pooling_1D.py_variable_multiplier_1.1,6758.4,4505.6,11264.0,3543.74,0.33,2,2,a100,192.0
45_Average_Pooling_2D.py_variable_multiplier_1.1,36193.7,18171.3,54365.1,188.9,0.00363,2,2,a100,278.0
46_Average_Pooling_3D.py_variable_multiplier_1.1,27033.6,18022.4,45056.0,1875.89,0.04367,2,2,a100,246.66666666666663
47_Sum_reduction_over_a_dimension.py_variable_multiplier_1.1,27027.0,18018.0,45045.0,25.3942,0.00055,5,3,a100,175.0
48_Mean_reduction_over_a_dimension.py_variable_multiplier_1.1,27027.0,18018.0,45045.0,50.7883,0.00121,5,3,a100,99.0
49_Max_reduction_over_a_dimension.py_variable_multiplier_1.1,27027.0,18018.0,45045.0,25.3942,0.00055,3,2,a100,99.0
4_Matrix_vector_multiplication_.py_variable_multiplier_1.1,27046.8,18031.2,45078.0,27958.3,0.65065,1,1,a100,361.3333333333333
50_conv_standard_2D__square_input__square_kernel.py_variable_multiplier_1.1,5498.09,5336.25,10834.3,254.562,0.02464,3,3,a100,136.5
51_Argmax_over_a_dimension.py_variable_multiplier_1.1,27027.0,18018.0,45045.0,25.3942,0.00055,3,2,a100,102.0
52_Argmin_over_a_dimension.py_variable_multiplier_1.1,27027.0,18018.0,45045.0,25.3942,0.00055,3,2,a100,101.0
53_Min_reduction_over_a_dimension.py_variable_multiplier_1.1,27027.0,18018.0,45045.0,25.3942,0.00055,3,2,a100,102.0
54_conv_standard_3D__square_input__square_kernel.py_variable_multiplier_1.1,1232.04,1179.22,2411.27,83.0473,0.03608,3,3,a100,99.0
55_conv_standard_2D__asymmetric_input__square_kernel.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,a100,271.6666666666667
56_conv_standard_2D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.1,1128.81,846.003,1974.81,444.811,0.23628,3,3,a100,223.33333333333331
57_conv_transposed_2D__square_input__square_kernel.py_variable_multiplier_1.1,6758.71,4505.75,11264.5,3543.35,0.33,3,3,a100,316.6666666666667
58_conv_transposed_3D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.1,211.651,141.026,352.677,110.73,0.32934,3,3,a100,215.0
59_conv_standard_3D__asymmetric_input__square_kernel.py_variable_multiplier_1.1,3080.01,2948.01,6028.02,207.618,0.03608,3,3,a100,189.5
5_Matrix_scalar_multiplication.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,3543.35,0.165,3,3,a100,99.0
60_conv_standard_3D__square_input__asymmetric_kernel.py_variable_multiplier_1.1,1232.17,1179.28,2411.45,83.0473,0.03608,3,3,a100,211.0
61_conv_transposed_3D__square_input__square_kernel.py_variable_multiplier_1.1,1267.72,845.061,2112.78,664.378,0.32989,3,3,a100,238.0
62_conv_standard_2D__square_input__asymmetric_kernel.py_variable_multiplier_1.1,1127.17,845.187,1972.36,443.527,0.23595,3,3,a100,195.33333333333331
63_conv_standard_2D__square_input__square_kernel.py_variable_multiplier_1.1,11264.2,10137.7,21401.8,1771.8,0.0869,3,3,a100,348.0
64_conv_transposed_1D.py_variable_multiplier_1.1,6758.81,4505.81,11264.6,3543.35,0.33,3,3,a100,241.33333333333331
65_conv_transposed_2D__square_input__asymmetric_kernel.py_variable_multiplier_1.1,1690.32,1126.76,2817.08,885.837,0.32989,3,3,a100,209.5
66_conv_standard_3D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.1,616.169,589.685,1205.85,112721.0,98.0624,2,2,a100,161.66666666666666
67_conv_standard_1D.py_variable_multiplier_1.1,4505.81,3379.3,7885.11,1771.67,0.23573,3,3,a100,238.0
68_conv_transposed_3D__square_input__asymmetric_kernel.py_variable_multiplier_1.1,1690.89,1127.04,2817.93,885.837,0.32978,3,3,a100,315.5833333333333
69_conv_transposed_2D__asymmetric_input__asymmetric_kernel.py_variable_multiplier_1.1,1690.63,1126.92,2817.55,885.837,0.32978,3,3,a100,232.33333333333331
6_Matmul_with_large_K_dimension_.py_variable_multiplier_1.1,3379.2,2252.8,5632.0,43406.0,8.085,1,1,a100,163.0
70_conv_transposed_3D__asymmetric_input__square_kernel.py_variable_multiplier_1.1,4277.06,2851.33,7128.39,2242.27,0.33,3,3,a100,311.8333333333333
71_conv_transposed_2D__asymmetric_input__square_kernel.py_variable_multiplier_1.1,1689.68,1126.44,2816.12,885.837,0.33,3,3,a100,100.0
73_conv_transposed_3D_asymmetric_input_square_kernel__strided_padded__grouped.py_variable_multiplier_1.1,422.632,281.716,704.348,221.459,0.32989,3,3,a100,197.5
74_conv_transposed_1D_dilated.py_variable_multiplier_1.1,1689.69,1126.44,2816.13,885.837,0.33,3,3,a100,196.5
76_conv_standard_1D_dilated_strided__.py_variable_multiplier_1.1,36044.5,27033.3,63077.7,14173.2,0.23573,3,3,a100,375.25
77_conv_transposed_3D_square_input_square_kernel___padded____dilated____strided__.py_variable_multiplier_1.1,106.064,70.632,176.696,47835.2,283.997,2,2,a100,153.66666666666666
78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__.py_variable_multiplier_1.1,1689.78,1126.49,2816.27,885.837,0.33,3,3,a100,237.66666666666663
79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__.py_variable_multiplier_1.1,844.852,563.226,1408.08,442.919,0.33,3,3,a100,162.5
7_Matmul_with_small_K_dimension_.py_variable_multiplier_1.1,52.8,35.2,88.0,453549.0,5406.72,1,1,a100,238.5
80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__.py_variable_multiplier_1.1,1127.17,845.187,1972.36,443.527,0.23595,3,3,a100,190.66666666666663
81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__.py_variable_multiplier_1.1,52.9547,35.2773,88.232,7972.53,94.7901,2,2,a100,115.02242386316227
82_conv_depthwise_2D_square_input_square_kernel.py_variable_multiplier_1.1,3379.2,2252.8,5632.01,1771.92,0.33,3,3,a100,156.5
83_conv_depthwise_2D_square_input_asymmetric_kernel.py_variable_multiplier_1.1,1689.6,1126.4,2816.0,885.838,0.33,3,3,a100,99.0
84_conv_depthwise_2D_asymmetric_input_square_kernel.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,7087.67,0.33,3,3,a100,255.33333333333331
85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel.py_variable_multiplier_1.1,1689.62,1126.41,2816.03,888.108,0.33088,3,3,a100,142.5
86_conv_depthwise_separable_2D.py_variable_multiplier_1.1,3379.27,2252.84,5632.11,1771.97,0.33,4,3,a100,201.5
87_conv_pointwise_2D.py_variable_multiplier_1.1,18022.5,13516.8,31539.3,7086.75,0.23573,3,3,a100,213.5
88_MinGPTNewGelu.py_variable_multiplier_1.1,844.8,563.2,1408.0,4429.18,3.3,15,5,a100,99.0
89_cumsum.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,3543.35,0.165,3,2,a100,191.5
8_Matmul_with_irregular_shapes_.py_variable_multiplier_1.1,524.406,349.604,874.011,463279.0,556.056,1,1,a100,213.0
90_cumprod.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,3543.35,0.165,3,2,a100,182.5
91_cumsum_reverse.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,3543.35,0.165,9,4,a100,244.33333333333331
92_cumsum_exclusive.py_variable_multiplier_1.1,13516.8,9011.2,22528.0,3542.23,0.165,27,12,a100,208.66666666666663
93_masked_cumsum.py_variable_multiplier_1.1,16896.0,11264.0,28160.0,7086.7,0.264,4,3,a100,211.33333333333331
94_MSELoss.py_variable_multiplier_1.1,27033.6,18022.4,45056.0,31890.1,0.7425,6,4,a100,213.66666666666663
95_CrossEntropyLoss.py_variable_multiplier_1.1,1690.43,1126.95,2817.38,0.00033,0.0,5,2,a100,99.0
96_HuberLoss.py_variable_multiplier_1.1,27033.6,18022.4,45056.0,14173.4,0.33,6,5,a100,218.0
97_ScaledDotProductAttention.py_variable_multiplier_1.1,20275.2,13516.8,33792.0,287897.0,8.9375,6,2,a100,389.375
98_KLDivLoss.py_variable_multiplier_1.1,6758.4,4505.6,11264.0,3543.35,0.33,8,6,a100,182.5
99_TripletMarginLoss.py_variable_multiplier_1.1,10137.6,6758.4,16896.0,0.00154,0.0,2,2,a100,187.5
9_Tall_skinny_matrix_multiplication_.py_variable_multiplier_1.1,26.4,17.6,44.0,226774.0,5406.72,1,1,a100,195.5
10_3D_tensor_matrix_multiplication.py_variable_multiplier_1.2,482.4,321.6,804.0,94586.2,134.634,1,1,a100,138.5
11_4D_tensor_matrix_multiplication.py_variable_multiplier_1.2,3689.1,2459.4,6148.5,140959.0,26.2363,4,3,a100,421.0
12_Matmul_with_diagonal_matrices_.py_variable_multiplier_1.2,230.456,153.637,384.094,60.3936,0.18,3,3,a100,168.5
13_Matmul_for_symmetric_matrices.py_variable_multiplier_1.2,460.8,307.2,768.0,270100.0,402.48,1,1,a100,186.0
14_Matmul_for_upper_triangular_matrices.py_variable_multiplier_1.2,460.8,307.2,768.0,270160.0,402.57,3,3,a100,166.0
15_Matmul_for_lower_triangular_matrices.py_variable_multiplier_1.2,460.8,307.2,768.0,270160.0,402.57,3,3,a100,168.0
16_Matmul_with_transposed_A.py_variable_multiplier_1.2,691.2,460.8,1152.0,220372.0,218.92,2,2,a100,178.0
17_Matmul_with_transposed_B.py_variable_multiplier_1.2,691.2,460.8,1152.0,220372.0,218.92,2,2,a100,189.5
18_Matmul_with_transposed_both.py_variable_multiplier_1.2,691.2,460.8,1152.0,220372.0,218.92,3,2,a100,98.0
19_ReLU.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,5798.21,0.18,1,1,a100,222.5
1_Square_matrix_multiplication_.py_variable_multiplier_1.2,460.8,307.2,768.0,270100.0,402.48,1,1,a100,186.5
20_LeakyReLU.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,11596.4,0.36,2,2,a100,223.0
21_Sigmoid.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,23192.8,0.72,1,1,a100,188.0
22_Tanh.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,34789.2,1.08,1,1,a100,239.0
23_Softmax.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,28991.0,0.9,3,2,a100,275.3333333333333
24_LogSoftmax.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,28991.0,0.9,3,2,a100,249.33333333333331
25_Swish.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,28991.0,0.9,2,2,a100,300.0
26_GELU_.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,81174.9,2.52,2,2,a100,247.0
27_SELU_.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,57982.1,1.8,1,1,a100,223.5
28_HardSigmoid.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,17394.6,0.54,1,1,a100,222.0
29_Softplus.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,34789.2,1.08,3,2,a100,257.0
2_Standard_matrix_multiplication_.py_variable_multiplier_1.2,691.2,460.8,1152.0,220372.0,218.92,1,1,a100,183.5
30_Softsign.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,17394.6,0.54,5,4,a100,301.75
31_ELU.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,46385.6,1.44,4,2,a100,222.5
32_HardTanh.py_variable_multiplier_1.2,22118.4,14745.6,36864.0,11596.4,0.36,3,2,a100,224.5
33_BatchNorm.py_variable_multiplier_1.2,14745.6,9830.4,24576.0,7730.94,0.36,3,3,a100,271.3333333333333
34_InstanceNorm.py_variable_multiplier_1.2,25804.8,17203.2,43008.0,27058.3,0.72,2,2,a100,299.75
36_RMSNorm_.py_variable_multiplier_1.2,25804.8,17203.2,43008.0,69336.9,1.845,12,7,a100,370.0
37_FrobeniusNorm_.py_variable_multiplier_1.2,25804.8,17203.2,43008.0,6765.04,0.18,6,3,a100,329.6666666666667
38_L1Norm_.py_variable_multiplier_1.2,29490.8,19660.5,49151.2,15465.1,0.36012,7,5,a100,322.0
39_L2Norm_.py_variable_multiplier_1.2,29490.8,19660.5,49151.2,7736.01,0.18012,7,4,a100,287.3333333333333
3_Batched_matrix_multiplication.py_variable_multiplier_1.2,4608.0,3072.0,7680.0,170177.0,25.3584,1,1,a100,252.66666666666663
40_LayerNorm.py_variable_multiplier_1.2,998.4,652.8,1651.2,483.184,0.33492,3,3,a100,112.0
41_Max_Pooling_1D.py_variable_multiplier_1.2,11059.2,7372.8,18432.0,2893.94,0.17964,2,2,a100,247.0
